*Customers / Projects,*Customers / Projects,ERPS_ZEPPELIN,Zeppelin,,,,,,,,,Zeppelin,,,N
*Customers / Projects,*Customers / Projects,ERPSourcing,,,,,,,,,,ERPSourcing,,,N
*Customers / Projects,*Customers / Projects,ERPSourcing,ERPSourcing,,,,,,,,,ERPSourcing,,,N
*Customers / Projects,*Customers / Projects,EWB,,,,,,,,,,EWB,,,N
*Customers / Projects,*Customers / Projects,EWB,Mitarbeiterdossier,,,,,,,,,Mitarbeiterdossier,,,N
*Customers / Projects,*Customers / Projects,EWB,Support,,,,,,,,,Support,,,N
*Customers / Projects,*Customers / Projects,Gebauer_Griller,,,,,,,,,,Gebauer_Griller,,,N
*Customers / Projects,*Customers / Projects,Gebauer_Griller,2370178,,,,,,,,,2370178,,,N
*Customers / Projects,*Customers / Projects,GENERIC,,,,,,,,,,GENERIC,,,N
*Customers / Projects,*Customers / Projects,GETZNER_TEXTIL,,,,,,,,,,GETZNER_TEXTIL,,,N
*Customers / Projects,*Customers / Projects,GETZNER_TEXTIL,45246211 lfd. Support GTAG,,,,,,,,,45246211 lfd. Support GTAG,,,N
*Customers / Projects,*Customers / Projects,GETZNER_TEXTIL,45246212 lfd. Support Gera,,,,,,,,,45246212 lfd. Support Gera,,,N
*Customers / Projects,*Customers / Projects,GETZNER_TEXTIL,45246214 lfd. Support HKM,,,,,,,,,45246214 lfd. Support HKM,,,N
*Customers / Projects,*Customers / Projects,GETZNER_TEXTIL,45246215 lfd. Support WR,,,,,,,,,45246215 lfd. Support WR,,,N
*Customers / Projects,*Customers / Projects,GETZNER_TEXTIL,6000797 Corona Kurzarbeit AT,,,,,,,,,6000797 Corona Kurzarbeit AT,,,N
*Customers / Projects,*Customers / Projects,GETZNER_TEXTIL,6000905 Jahreswechsel 2022,,,,,,,,,6000905 Jahreswechsel 2022,,,N
*Customers / Projects,*Customers / Projects,GETZNER_W_HOLDING,,,,,,,,,,GETZNER_W_HOLDING,,,Y
*Customers / Projects,*Customers / Projects,GETZNER_WERKSTOFFE,,,,,,,,,,GETZNER_WERKSTOFFE,,,N
*Customers / Projects,*Customers / Projects,GETZNER_WERKSTOFFE,Support SF Employee Central,,,,,,,,,Support SF Employee Central,,,N
*Customers / Projects,*Customers / Projects,GETZNER_WERKSTOFFE,Support SF Learning,,,,,,,,,Support SF Learning,,,N
*Customers / Projects,*Customers / Projects,GIA_AEN,,,,,,,,,,GIA_AEN,,,N
*Customers / Projects,*Customers / Projects,GIA_AEN,Diverse,,,,,,,,,Diverse,,,N
*Customers / Projects,*Customers / Projects,GIA_AFAG,,,,,,,,,,GIA_AFAG,,,N
*Customers / Projects,*Customers / Projects,GIA_AFAG,Diverse,,,,,,,,,Diverse,,,N
*Customers / Projects,*Customers / Projects,GIA_AGATHON,,,,,,,,,,GIA_AGATHON,,,N
*Customers / Projects,*Customers / Projects,GIA_AGATHON,Diverse,,,,,,,,,Diverse,,,N
